1470000.0, 0.0, 0.0001, 0.0, 220500000.0, 95550000.0, 83790000.0, 83496000.0, 83393100.0, 83374725.0
1470000.0, 294000.0, 0.0001, 0.0, 220500000.0, 95550000.0, 83790000.0, 83569500.0, 83422500.0, 83408535.0
1470000.0, 441000.0, 0.0001, 0.0, 220500000.0, 95550000.0, 83790000.0, 83496000.0, 83466600.0, 83458515.0
1470000.0, 588000.0, 0.0001, 0.0, 220500000.0, 95550000.0, 83790000.0, 83643000.0, 83547450.0, 83539365.0
1470000.0, 735000.0, 0.0001, 0.0, 220500000.0, 95550000.0, 84525000.0, 83790000.0, 83672400.0, 83662110.0
1470000.0, 882000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 84525000.0, 83937000.0, 83856150.0, 83844390.0
1470000.0, 1020000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 84525000.0, 84231000.0, 84106050.0, 84102375.0
1470000.0, 1170000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 85260000.0, 84598500.0, 84554400.0, 84550725.0
1470000.0, 1320000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 85995000.0, 85480500.0, 85429050.0, 85421700.0
1470000.0, 1470000.0, 0.0001, 0.0, 367500000.0, 88200000.0, 109515000.0, 110103000.0, 110029500.0, 110016270.0
1470000.0, 1440000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 88200000.0, 87685500.0, 87678150.0, 87670065.0
1470000.0, 1420000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 88200000.0, 87097500.0, 86950500.0, 86938740.0
1470000.0, 1400000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 86730000.0, 86509500.0, 86472750.0, 86463930.0
1470000.0, 1380000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 85995000.0, 86215500.0, 86119950.0, 86113335.0
1470000.0, 1360000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 85995000.0, 85921500.0, 85848000.0, 85838445.0
1470000.0, 1340000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 85995000.0, 85701000.0, 85620150.0, 85612065.0
1470000.0, 1468000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 91875000.0, 91654500.0, 91632450.0, 91622895.0
1470000.0, 1466000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 91140000.0, 90625500.0, 90610800.0, 90606390.0
1470000.0, 1464000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 90405000.0, 90037500.0, 90022800.0, 90012510.0
1470000.0, 1462000.0, 0.0001, 0.0, 220500000.0, 88200000.0, 89670000.0, 89596500.0, 89596500.0, 89591355.0
